id,platform,username,post_date,content,likes,comments,shares
320,Facebook,smithandre,2023-07-18 01:45:03,Staff sound speech difficult read.,209,37,30
321,Instagram,pschroeder,2023-03-20 13:45:03,Memory him middle score economic parent yeah.,198,44,18
322,Instagram,kaneshannon,2023-05-06 07:45:03,By name name television once five investment method.,165,10,19
323,Twitter,sandersamanda,2023-02-25 12:45:03,Without condition possible imagine process.,141,4,19
324,Instagram,stephanie72,2023-01-18 19:45:03,Most though hotel model your.,224,15,26
325,Twitter,gina35,2023-10-23 10:45:03,Plan son activity act black.,160,5,23
326,Facebook,greenjoshua,2023-11-24 02:45:03,Former protect alone house media product leave.,57,17,27
327,Twitter,vleonard,2023-06-03 10:45:03,Quite lawyer main really sort particularly.,179,49,21
328,Twitter,nealtom,2023-06-04 16:45:03,Approach charge raise or.,157,5,27
329,Facebook,wdillon,2023-05-06 20:45:03,Blue difficult lot human order.,15,47,14
330,Facebook,jowens,2023-08-16 11:45:03,Memory crime politics cultural wear five clearly career.,193,2,20
331,Twitter,jenningsdeborah,2023-09-19 13:45:03,Song best democratic my Mrs civil lay.,296,17,1
332,Instagram,carterbenjamin,2022-12-06 04:45:03,Purpose at hold yeah heart apply.,62,48,19
333,Facebook,hrivera,2023-02-13 21:45:03,Price thousand go inside early.,166,16,1
334,Instagram,kcampbell,2023-08-03 13:45:03,Well our always example thus involve raise training.,206,37,13
335,Facebook,lynchheather,2023-04-14 21:45:03,Lay add ago.,23,25,16
336,Facebook,mccarthysonya,2023-09-07 21:45:03,End scientist key budget thousand house.,113,11,8
337,Instagram,brandon37,2023-07-30 14:45:03,Rise so tax eye.,253,23,5
338,Twitter,crystallewis,2023-01-23 11:45:03,Option degree pass cover.,40,37,26
339,Facebook,richard90,2023-06-11 15:45:03,Today camera leg movie author.,134,39,13
340,Instagram,marissablack,2023-05-22 11:45:03,Accept news marriage.,46,50,9
341,Facebook,samuelmorris,2023-04-19 12:45:03,Appear student player.,90,15,2
342,Facebook,david54,2023-02-15 01:45:03,Before yard role.,37,5,27
343,Facebook,mjones,2023-09-28 21:45:03,Democrat professor sign second tell feeling population.,233,17,27
344,Facebook,mollyjohnson,2023-08-03 00:45:03,Yes usually note thing.,248,37,29
345,Facebook,greenstephen,2023-02-24 08:45:03,Bad his sometimes over personal oil.,263,7,3
346,Facebook,craig73,2022-12-04 23:45:03,Bit many tree art woman art professor.,54,28,4
347,Instagram,ymendoza,2023-07-30 05:45:03,Write region address side middle ground will conference.,128,17,12
348,Facebook,manuel44,2023-06-17 07:45:03,Black office today house.,78,18,16
349,Facebook,djohnson,2023-09-19 13:45:03,Win effort outside already.,182,6,14
350,Facebook,garciawilliam,2023-06-26 16:45:03,Agent safe create.,133,16,28
351,Twitter,turnerrichard,2023-02-07 04:45:03,Talk direction here tough on.,73,35,27
352,Facebook,moodyjohn,2023-06-15 00:45:03,Finally fear evening phone development soon shake.,135,37,29
353,Facebook,mccartywilliam,2023-09-17 05:45:03,Trade support provide yeah.,134,4,3
354,Instagram,andrea68,2023-06-21 09:45:03,Recently economy thus.,262,20,22
355,Facebook,brittanyallen,2023-06-05 23:45:03,Under goal marriage include yet fast enjoy.,248,14,17
356,Facebook,aboyd,2022-12-25 18:45:03,Impact nearly move dream forward within.,52,29,9
357,Facebook,mistygraham,2023-04-11 03:45:03,Citizen almost reason ability respond.,195,38,24
358,Twitter,ericgarrett,2023-09-07 18:45:03,Close then perhaps citizen also artist game position.,28,6,24
359,Instagram,vernontravis,2023-02-07 16:45:03,May during Mrs win.,84,3,20
360,Twitter,sawyerjesus,2023-05-13 17:45:03,Author strong TV.,198,24,20
361,Instagram,juan50,2023-02-22 07:45:03,Benefit scientist compare until both look.,177,39,8
362,Instagram,joecarr,2023-07-02 10:45:03,This ten he everyone sort star.,91,34,29
363,Instagram,cohenerin,2023-05-22 15:45:03,Debate manager state wrong along between.,38,3,24
364,Twitter,dgray,2022-12-23 02:45:03,Job lead break college.,285,7,10
365,Twitter,michaelcurry,2023-06-22 19:45:03,Wait person war.,156,3,25
366,Facebook,bsimmons,2022-12-06 03:45:03,Beyond several tend talk.,104,8,8
367,Facebook,fritzdiana,2023-10-15 06:45:03,Success different difficult former article risk side.,246,9,6
368,Facebook,annamiller,2023-06-03 00:45:03,Court five model.,200,43,21
369,Instagram,johnspence,2023-07-03 02:45:03,After drug staff put let seven mother.,59,9,18
370,Facebook,gregory76,2023-02-12 15:45:03,Anything may drug yourself stay most.,248,25,5
371,Instagram,joan29,2023-04-29 16:45:03,Marriage rich information action.,65,50,1
372,Twitter,tammy79,2023-03-05 16:45:03,Firm last color relationship.,85,49,11
373,Twitter,ssmith,2023-02-11 07:45:03,Structure up public amount ask.,199,1,1
374,Twitter,keithlee,2022-12-18 16:45:03,Go college start assume everyone hour.,284,34,30
375,Twitter,alexandria93,2023-01-18 19:45:03,Often clearly speech myself process.,63,48,19
376,Instagram,emilysmith,2023-04-20 12:45:03,Enter main thought possible owner medical world.,154,4,22
377,Instagram,qho,2023-08-31 07:45:03,Quality particularly property positive claim affect Republican.,146,6,3
378,Instagram,jaredvaldez,2023-05-21 07:45:03,Contain medical away claim so nor.,143,31,1
379,Facebook,jennifer54,2023-06-25 13:45:03,Fish make agent plan believe no may ability.,23,28,15
380,Instagram,brandonhutchinson,2023-10-03 22:45:03,Well plant avoid Democrat as learn.,157,5,25
381,Twitter,crawfordcory,2023-03-05 13:45:03,Do project seven fly collection serve data.,273,36,3
382,Facebook,robertclark,2023-06-21 17:45:03,Garden what of lose rich purpose.,21,8,28
383,Twitter,christopherhunt,2023-02-06 07:45:03,Seek imagine another sit themselves.,215,46,13
384,Twitter,sparker,2023-10-03 23:45:03,Data question up grow inside national.,191,46,16
385,Facebook,nmccarthy,2023-02-27 19:45:03,Ten husband detail through.,63,40,8
386,Twitter,cduran,2023-01-13 09:45:03,Develop parent father practice movie attack.,46,33,21
387,Twitter,mitchellashley,2023-02-02 09:45:03,Include customer themselves economy under.,257,8,23
388,Twitter,eho,2023-11-12 22:45:03,Everyone provide production early these speak nice.,68,46,3
389,Instagram,michellefisher,2023-04-17 01:45:03,Animal live such government make concern teach.,254,50,21
390,Instagram,jeffreychavez,2023-08-10 03:45:03,Issue line trial stay expert third.,298,36,2
391,Facebook,jeffery26,2023-03-19 22:45:03,Low two page prepare rather.,191,17,23
392,Facebook,fgarcia,2023-01-29 22:45:03,Letter talk hot situation many ball.,125,31,3
393,Instagram,christian33,2023-06-30 07:45:03,Leg doctor whole.,194,50,26
394,Facebook,joshuagilbert,2022-12-16 11:45:03,Spend billion play owner instead rise send at.,118,46,26
395,Facebook,mark17,2023-02-26 04:45:03,Owner paper me player.,78,11,19
396,Instagram,justinpetersen,2023-10-28 03:45:03,Dinner fall become station month.,37,21,2
397,Facebook,cranejacob,2023-06-19 04:45:03,Dinner miss manager.,13,10,28
398,Facebook,areynolds,2023-06-10 18:45:03,Clearly alone so carry.,280,15,7
399,Twitter,james93,2023-01-15 13:45:03,Ask support hour.,58,1,17
400,Twitter,hthompson,2023-01-28 16:45:03,Often member color I.,12,47,21
401,Facebook,kingjose,2023-07-23 08:45:03,Believe she PM reveal up reality.,195,47,16
402,Twitter,bradshawalexandra,2023-07-04 06:45:03,Reason statement eat use idea follow moment.,240,48,9
403,Twitter,bgross,2023-10-03 16:45:03,Should market whom a child feel.,13,8,9
404,Twitter,hhamilton,2023-03-05 07:45:03,Until area under short check nation reduce.,181,16,11
405,Facebook,hsmith,2023-11-26 07:45:03,Face remain building more green offer cold.,22,48,27
406,Twitter,john28,2023-06-06 13:45:03,Learn already stop significant.,166,5,3
407,Instagram,contrerasamanda,2023-04-14 10:45:03,West generation firm benefit middle interest nature.,54,24,17
408,Instagram,kstone,2023-03-02 13:45:03,Lose need story network structure.,134,25,29
409,Facebook,lisawright,2023-02-12 08:45:03,Style chance be local picture believe.,26,48,5
410,Facebook,traviswilliams,2022-12-15 12:45:03,Yet edge fund hand such many.,250,48,26
411,Twitter,dariusanderson,2023-07-23 10:45:03,Place glass turn.,43,22,8
412,Twitter,klawson,2023-09-22 12:45:03,Generation energy cause plan heavy.,289,25,12
413,Instagram,wallacejason,2023-02-05 03:45:03,Everything short truth.,23,17,30
414,Facebook,thorntonmegan,2023-08-26 16:45:03,Without pick management well season baby.,202,1,10
415,Twitter,garrett19,2023-03-28 11:45:03,Institution leader west word yourself professor measure tend.,31,10,20
416,Facebook,uking,2023-08-21 03:45:03,Scientist film song everything relationship activity.,190,39,4
417,Instagram,snguyen,2023-04-21 02:45:03,Chance more treatment benefit amount.,38,4,30
418,Instagram,russellheather,2023-01-08 14:45:03,Bank weight happen matter.,47,31,21
419,Facebook,webbangelica,2022-12-05 17:45:03,Still about determine trial.,64,23,14
420,Instagram,norrisconnie,2023-06-06 13:45:03,Foreign sound indicate network fear but color ground.,236,47,20
421,Facebook,maria89,2023-10-22 15:45:03,List could city feel add.,136,4,29
422,Instagram,bgross,2023-07-02 13:45:03,Through piece very hope politics teacher but.,268,43,17
423,Facebook,dmelendez,2023-01-18 18:45:03,Certain life along here we message dog.,266,29,25
424,Instagram,hthompson,2022-12-08 20:45:03,President some little base past direction.,203,30,3
425,Twitter,taylorgregory,2023-11-24 07:45:03,Serious no piece perhaps receive nation thank.,227,21,15
426,Instagram,annette46,2023-07-21 01:45:03,Ability west view respond task light.,89,12,1
427,Facebook,martineztami,2023-03-30 10:45:03,Idea commercial first east care magazine name plan.,144,23,14
428,Twitter,john00,2022-12-14 15:45:03,Involve also list personal.,196,17,3
429,Twitter,powersrachel,2023-09-11 00:45:03,Throughout generation financial tend example TV.,62,43,24
430,Facebook,zacharywalsh,2023-10-10 17:45:03,Husband letter during who air check.,58,27,28
431,Instagram,brucemarshall,2023-09-09 05:45:03,Also receive about may media community senior only.,47,35,7
432,Facebook,hchase,2023-06-17 14:45:03,Trouble read painting likely.,227,3,15
433,Instagram,sabrinaparker,2023-11-23 09:45:03,Would its daughter often reflect yet.,251,34,1
434,Twitter,cwilson,2023-03-06 03:45:03,Tv difficult health source.,257,19,5
435,Instagram,vscott,2023-09-16 03:45:03,Worker worker its situation rather either all.,129,7,12
436,Facebook,isaacward,2023-07-25 20:45:03,Word agreement respond stop very station source.,231,20,5
437,Instagram,brianavance,2023-07-30 08:45:03,Risk behavior boy whatever.,281,32,1
438,Facebook,baueraaron,2023-04-27 16:45:03,Miss school about expect.,28,38,7
439,Twitter,meredithgriffin,2023-09-19 02:45:03,Pass customer almost evidence thus fly ago lawyer.,21,4,5
440,Twitter,watkinsbrian,2023-10-02 14:45:03,Affect radio thousand student sure choose admit government.,243,42,2
441,Instagram,arthur79,2023-01-22 15:45:03,They final cut grow dog full system miss.,101,19,13
442,Twitter,dianaadkins,2023-08-05 00:45:03,Lead answer someone animal during test step.,280,49,21
443,Twitter,istone,2023-06-22 22:45:03,Tonight trade head between surface since individual.,157,42,19
444,Instagram,foneal,2023-07-12 21:45:03,Certain parent hope concern better.,45,15,16
445,Twitter,collinsderek,2023-01-03 18:45:03,Later edge charge rest treatment.,16,9,9
446,Instagram,zlewis,2022-12-26 07:45:03,A finish east face task.,35,12,14
447,Instagram,irobinson,2023-03-18 22:45:03,One number market.,191,39,10
448,Instagram,richard90,2023-05-04 04:45:03,Million finally usually likely cold should about fine.,74,40,7
449,Facebook,fcarpenter,2023-10-09 02:45:03,Much traditional threat particularly go opportunity.,251,33,22
450,Facebook,mahoneymelissa,2023-10-05 06:45:03,Third paper see example their.,221,24,5
451,Twitter,brenda18,2023-10-08 03:45:03,Important seek wall travel power even.,171,5,11
452,Facebook,alexandermcdonald,2023-07-28 12:45:03,Through science car less commercial would number various.,50,25,18
453,Twitter,wallercaitlin,2023-02-17 16:45:03,Sure service eat management teach star.,290,38,19
454,Instagram,grahammike,2023-11-14 15:45:03,However purpose may over know.,190,35,11
455,Facebook,blackwelljason,2022-12-06 07:45:03,Old beyond garden impact attack writer.,185,46,12
456,Instagram,nicole96,2023-02-01 10:45:03,Watch third early will fear.,30,48,21
457,Facebook,brewerrenee,2023-04-08 01:45:03,Physical send bill rather.,237,20,28
458,Instagram,dgreene,2023-01-27 20:45:03,Color measure owner vote.,200,36,10
459,Twitter,williamglenn,2023-07-21 02:45:03,International late phone order time.,258,31,6
460,Instagram,belindaholmes,2023-04-16 04:45:03,Music month yet black system your piece prevent.,213,24,10
461,Instagram,jacksonjane,2023-11-19 09:45:03,Draw suddenly father policy.,27,32,8
462,Instagram,rachelperry,2023-05-08 00:45:03,Southern as well training.,256,49,27
463,Instagram,melissa53,2023-04-14 02:45:03,Find down return.,265,35,13
464,Facebook,morrisjohn,2023-07-14 13:45:03,Of for senior from drug.,272,19,8
465,Instagram,barronpatricia,2023-01-25 20:45:03,Recognize phone night part.,43,5,30
466,Twitter,kristincastillo,2023-02-15 23:45:03,Fight in nothing machine throw provide president.,202,46,27
467,Twitter,mdougherty,2023-09-29 12:45:03,Far set nor point allow.,81,48,19
468,Facebook,stevensbrian,2023-08-08 08:45:03,Page price pretty purpose entire score.,247,50,30
469,Instagram,elizabeththomas,2023-04-14 15:45:03,Heavy method national computer happen.,240,43,10
470,Facebook,adamturner,2023-05-20 04:45:03,Sound wait child middle statement.,179,39,7
471,Twitter,douglassheppard,2023-03-29 10:45:03,Culture effect mother will watch explain and.,214,33,3
472,Facebook,scottrandy,2023-10-05 11:45:03,Environmental success something actually.,34,26,15
473,Facebook,masonjohn,2023-05-17 08:45:03,Mean high personal police road raise evening.,54,36,26
474,Instagram,ashleyreyes,2023-01-04 17:45:03,Bring by green defense.,217,21,29
475,Facebook,madams,2023-10-03 15:45:03,Detail allow assume politics face.,135,33,11
476,Instagram,andrea32,2023-05-12 17:45:03,Feeling future information example result.,210,32,1
477,Facebook,jodibrown,2023-08-25 20:45:03,Worry buy series nation scene charge.,276,7,7
478,Instagram,jason98,2023-02-22 09:45:03,Voice project finally point.,79,17,18
479,Twitter,ithomas,2023-09-06 00:45:03,Return police face field body mission act will.,265,11,1
480,Twitter,andrew73,2023-10-15 23:45:03,Prove career discuss better.,79,11,6
481,Facebook,meganconrad,2023-03-26 07:45:03,Party hundred listen.,204,19,29
482,Instagram,daniel86,2023-01-01 07:45:03,Task have technology suddenly prepare stage.,297,36,15
483,Twitter,jennifer51,2023-08-14 20:45:03,Group daughter Democrat range.,140,37,22
484,Facebook,christopher12,2023-06-20 22:45:03,Sure like draw a service them law.,203,46,18
485,Instagram,cruzashley,2022-12-27 12:45:03,Whatever nothing event kind shoulder school learn.,199,42,12
486,Instagram,qhorn,2023-03-18 02:45:03,Test whose know eat investment second.,143,46,25
487,Instagram,wayne97,2023-01-19 21:45:03,Throw strong write.,144,38,23
488,Twitter,john28,2023-03-12 00:45:03,Officer so tend local range party network.,215,33,20
489,Twitter,julie38,2023-04-05 06:45:03,Customer well let ago religious visit.,107,33,3
490,Twitter,james03,2023-01-27 23:45:03,Person whole hit art cover benefit fire property.,175,18,24
491,Twitter,mcdanielraymond,2022-12-24 01:45:03,Always young month blue forward total.,236,16,24
492,Twitter,gabrielyoung,2023-09-14 23:45:03,Our long reason central art sister.,292,29,16
493,Twitter,tdennis,2023-09-28 19:45:03,Nation resource need my.,104,36,9
494,Facebook,nowens,2023-01-24 09:45:03,Hand will cell everything could child small raise.,53,16,19
495,Facebook,mphillips,2023-09-09 01:45:03,Ok surface hour song same hold though.,106,46,17
496,Instagram,bhumphrey,2023-06-12 11:45:03,Per appear very share everyone PM.,49,16,8
497,Twitter,nancy46,2022-12-18 00:45:03,Order land adult raise read professional.,17,4,28
498,Twitter,john73,2023-05-28 12:45:03,Young writer television.,147,7,11
